"","Num_obs","Replicas","Pi0","Pi1","Beta_0","Beta_1","Lambda","Sigma","Pi0_est_medio","Pi1_est_medio","Beta0_est_medio","Beta1_est_medio","Lambda_est_medio","Sigma_est_medio","Pi0_sd","P1_sd","Beta0_sd","Beta1_sd","Lambda_sd","Sigma_sd","Pi0_est_vies","Pi1_est_vies","Beta0_est_vies","Beta1_est_vies","Lambda_est_vies","Sigma_est_vies","Pi0_est_vies_rel","Pi1_est_vies_rel","Beta0_est_vies_rel","Beta1_est_vies_rel","Lambda_est_vies_rel","Sigma_est_vies_rel","EQM_Pi0","EQM_Pi1","EQM_Beta0","EQM_Beta1","EQM_Lambda","EQM_Sigma","Tempo_Execução"
"1",10000,500,0.1,0.2,0,1,2,0.2,0.0999349857865379,0.199243380667939,-0.132055888380302,1.02618655029894,1.99480664173834,0.205703719681043,0.00781902065237664,0.0120398413265396,0.29093125335986,0.267906274119836,0.0897675563404187,0.0723048653408575,-6.50142134621112e-05,-0.000756619332061337,-0.132055888380302,0.0261865502989449,-0.00519335826165679,0.00570371968104319,-0.000650142134621112,-0.00378309666030668,-Inf,0.0261865502989449,-0.00259667913082839,0.028518598405216,6.11413108102446e-05,0.0001455302519819,0.10207975183745,0.0724595071293319,0.00808518514136416,0.00526052597015946,2.36330642173688
