"","Num_obs","Replicas","Pi0","Pi1","Beta_0","Beta_1","Lambda","Sigma","Pi0_est_medio","Pi1_est_medio","Beta0_est_medio","Beta1_est_medio","Lambda_est_medio","Sigma_est_medio","Pi0_sd","P1_sd","Beta0_sd","Beta1_sd","Lambda_sd","Sigma_sd","Pi0_est_vies","Pi1_est_vies","Beta0_est_vies","Beta1_est_vies","Lambda_est_vies","Sigma_est_vies","Pi0_est_vies_rel","Pi1_est_vies_rel","Beta0_est_vies_rel","Beta1_est_vies_rel","Lambda_est_vies_rel","Sigma_est_vies_rel","EQM_Pi0","EQM_Pi1","EQM_Beta0","EQM_Beta1","EQM_Lambda","EQM_Sigma","Tempo_Execução"
"1",10000,100,0.1,0.2,0,1,2,0.2,0.0990422929786545,0.198242178785791,-0.175786081272729,1.05752788787631,1.9802091205664,0.21223663821857,0.0120881080891624,0.0213836089671911,0.622771677744249,0.571327580202712,0.200831365080622,0.129256812356416,-0.000957707021345483,-0.00175782121420895,-0.175786081272729,0.0575278878763086,-0.0197908794335986,0.01223663821857,-0.00957707021345483,-0.00878910607104474,-Inf,0.0575278878763086,-0.00989543971679929,0.0611831910928499,0.000147039559914007,0.000460348667882858,0.418745308969609,0.329724661783795,0.0407249161089012,0.0168570588554339,10.2786300578382
