"","Num_obs","Replicas","Pi0","Pi1","Beta_0","Beta_1","Lambda","Pi0_est_medio","Pi1_est_medio","Beta0_est_medio","Beta1_est_medio","Lambda_est_medio","Pi0_sd","P1_sd","Beta0_sd","Beta1_sd","Lambda_sd","Pi0_est_vies","Pi1_est_vies","Beta0_est_vies","Beta1_est_vies","Lambda_est_vies","Pi0_est_vies_rel","Pi1_est_vies_rel","Beta0_est_vies_rel","Beta1_est_vies_rel","Lambda_est_vies_rel","EQM_Pi0","EQM_Pi1","EQM_Beta0","EQM_Beta1","EQM_Lambda","Tempo_Execução"
"1",10000,500,0.05,0.05,0,1,2,0.03,0.03,0.0988312951445447,0.632317207428599,0.602936332339966,0,0,0.139494251434517,0.0197353303049012,0.898204646935669,-0.02,-0.02,0.0988312951445447,-0.367682792571401,-1.39706366766003,-0.4,-0.4,Inf,-0.367682792571401,-0.698531833830017,4e-04,4e-04,0.0292262710832245,0.135580119215347,2.75855847927254,1.65140994321693
