"","Num_obs","Replicas","Pi0","Pi1","Beta_0","Beta_1","Pi0_est_medio","Pi1_est_medio","Beta0_est_medio","Beta1_est_medio","Pi0_sd","P1_sd","Beta0_sd","Beta1_sd","Pi0_est_vies","Pi1_est_vies","Beta0_est_vies","Beta1_est_vies","Pi0_est_vies_rel","Pi1_est_vies_rel","Beta0_est_vies_rel","Beta1_est_vies_rel","EQM_Pi0","EQM_Pi1","EQM_Beta0","EQM_Beta1","Tempo_Execução"
"1",5000,100,0,0,0,1,0.000105809175547237,0.000179144394985813,-0.000991946728056222,0.918511270609067,0.000401619778216024,0.000514048297280884,0.0274929012988504,0.291792553993712,0.000105809175547237,0.000179144394985813,-0.000991946728056222,-0.0814887293909325,Inf,Inf,-Inf,-0.0814887293909325,1.72494027884274e-07,2.96338366192209e-07,0.00075684358013963,0.0917833075839218,45.1656348705292
