"","Num_obs","Replicas","Pi0","Pi1","Beta_0","Beta_1","Lambda","Pi0_est_medio","Pi1_est_medio","Beta0_est_medio","Beta1_est_medio","Lambda_est_medio","Pi0_sd","P1_sd","Beta0_sd","Beta1_sd","Lambda_sd","Pi0_est_vies","Pi1_est_vies","Beta0_est_vies","Beta1_est_vies","Lambda_est_vies","Pi0_est_vies_rel","Pi1_est_vies_rel","Beta0_est_vies_rel","Beta1_est_vies_rel","Lambda_est_vies_rel","EQM_Pi0","EQM_Pi1","EQM_Beta0","EQM_Beta1","EQM_Lambda","Tempo_Execução"
"1",1000,10,0.01,0.01,0,1,0.001,0.000704256188947744,2.54939694555676e-05,-0.0302518233860783,1.0269518722443,-0.00158552871314233,0.00222705361334477,8.06190100783566e-05,0.0754471463532862,0.0460701131569211,0.00599349391094753,-0.00929574381105226,-0.00997450603054443,-0.0302518233860783,0.0269518722442981,-0.00258552871314233,-0.929574381105226,-0.997450603054443,-Inf,0.0269518722442981,-2.58552871314233,9.13706207974283e-05,9.94972699781533e-05,0.00660744471103665,0.00284885874376448,4.26069279870486e-05,9.77029713392258
