"","Num_obs","Replicas","Pi0","Pi1","Beta_0","Beta_1","Lambda","Sigma","Pi0_est_medio","Pi1_est_medio","Beta0_est_medio","Beta1_est_medio","Lambda_est_medio","Sigma_est_medio","Pi0_sd","P1_sd","Beta0_sd","Beta1_sd","Lambda_sd","Sigma_sd","Pi0_est_vies","Pi1_est_vies","Beta0_est_vies","Beta1_est_vies","Lambda_est_vies","Sigma_est_vies","Pi0_est_vies_rel","Pi1_est_vies_rel","Beta0_est_vies_rel","Beta1_est_vies_rel","Lambda_est_vies_rel","Sigma_est_vies_rel","EQM_Pi0","EQM_Pi1","EQM_Beta0","EQM_Beta1","EQM_Lambda","EQM_Sigma","Tempo_Execução"
"1",10000,500,0.05,0.05,0,1,0.001,0.01,0.0502074083942631,0.0500304505127362,-0.0951734301246872,1.00697884852941,1.99835442368087,0.134574725625192,0.00447001449869703,0.0046883598644757,0.0225709859611833,0.0361637368094611,0.00022126135345747,0.012649530495886,0.000207408394263114,3.04505127362367e-05,-0.0951734301246872,0.00697884852941466,1.99735442368087,0.124574725625192,0.00414816788526229,0.000609010254724734,-Inf,0.00697884852941466,1997.35442368087,12.4574725625192,2.00240478605725e-05,2.19816454525525e-05,0.00956743120895865,0.00135652018682048,3.98942474275414,0.0156788728863581,1.88641770462471
