"","Num_obs","Replicas","Beta_0","Beta_1","Lambda","Beta0_est_medio","Beta1_est_medio","Lambda_est_medio","Beta0_sd","Beta1_sd","Lambda_sd","Beta0_est_vies","Beta1_est_vies","Lambda_est_vies","Beta0_est_vies_rel","Beta1_est_vies_rel","Lambda_est_vies_rel","EQM_Beta0","EQM_Beta1","EQM_Lambda","Tempo_Execução"
"1",10000,500,0,1,0.001,0.000992091846132318,1.156223701256,0.000971972994761997,0.0208728053245745,0.0341874397274396,0.00945923090182535,0.000992091846132318,0.156223701256003,-2.80270052380028e-05,Inf,0.156223701256003,-0.0280270052380028,0.000436658248348748,0.0255746258692421,8.94778347670703e-05,22.068676634762
