"","Num_obs","Replicas","Pi0","Pi1","Beta_0","Beta_1","Pi0_est_medio","Pi1_est_medio","Beta0_est_medio","Beta1_est_medio","Pi0_sd","P1_sd","Beta0_sd","Beta1_sd","Pi0_est_vies","Pi1_est_vies","Beta0_est_vies","Beta1_est_vies","Pi0_est_vies_rel","Pi1_est_vies_rel","Beta0_est_vies_rel","Beta1_est_vies_rel","EQM_Pi0","EQM_Pi1","EQM_Beta0","EQM_Beta1","Tempo_Execução"
"1",NA,NA,NA,NA,NA,NA,0.100161359784315,0.19963514144811,-0.115254696518601,1.01416150622421,0.00639187982125583,0.00806447431468173,0.0453360805721959,0.0562296802540676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23823618888855
