"","Num_obs","Replicas","Beta_0","Beta_1","Lambda","Beta0_est_medio","Beta1_est_medio","Lambda_est_medio","Beta0_sd","Beta1_sd","Lambda_sd","Beta0_est_vies","Beta1_est_vies","Lambda_est_vies","Beta0_est_vies_rel","Beta1_est_vies_rel","Lambda_est_vies_rel","EQM_Beta0","EQM_Beta1","EQM_Lambda","Tempo_Execução"
"1",10000,500,0,1,1e-04,-0.0212033261682415,0.345514334025385,1.99946686127803,0.370469456905362,0.299000072695644,0.0029733528619628,-0.0212033261682415,-0.654485665974615,1.99936686127803,-Inf,-0.654485665974615,19993.6686127803,0.13769719954035,0.517752530438235,3.99747668680399,5.95693301565117
