"","Num_obs","Replicas","Pi0","Pi1","Beta_0","Beta_1","Pi0_est_medio","Pi1_est_medio","Beta0_est_medio","Beta1_est_medio","Pi0_sd","P1_sd","Beta0_sd","Beta1_sd","Pi0_est_vies","Pi1_est_vies","Beta0_est_vies","Beta1_est_vies","Pi0_est_vies_rel","Pi1_est_vies_rel","Beta0_est_vies_rel","Beta1_est_vies_rel","EQM_Pi0","EQM_Pi1","EQM_Beta0","EQM_Beta1","Tempo_Execução"
"1",10000,500,0.05,0.05,0,1,0.050267615991075,0.0495352790593106,-0.00111044723116186,0.997006854031042,0.0057255671812285,0.0058272120892473,0.0294082629354277,0.0734663391800433,0.000267615991074964,-0.000464720940689445,-0.00111044723116186,-0.00299314596895828,0.00535231982149928,-0.0092944188137889,-Inf,-0.00299314596895828,3.285373786544e-05,3.41723662857852e-05,0.000866079021932448,0.00540626191530866,3.15809026956558
