"","Num_obs","Replicas","Beta_0","Beta_1","Beta0_est_medio","Beta1_est_medio","Beta0_est_vies","Beta1_est_vies","Beta0_est_vies_rel","Beta1_est_vies_rel","EQM_Beta0","EQM_Beta1","Tempo_Execução"
"1",5000,100,0,1,0.025201170180719,1.00343186599007,0.025201170180719,0.00343186599006917,Inf,0.00343186599006917,0.00155292440098668,0.000840624318618164,10.617696762085
