"","Num_obs","Replicas","Beta_0","Beta_1","Beta0_est_medio","Beta1_est_medio","Beta0_sd","Beta1_sd","Beta0_est_vies","Beta1_est_vies","Beta0_est_vies_rel","Beta1_est_vies_rel","EQM_Beta0","EQM_Beta1","Tempo_Execução"
"1",10000,500,0,1,0.0012296574425154,1.00195074185049,0.0214278110903931,0.0178182269666461,0.0012296574425154,0.00195074185049005,Inf,0.00195074185049005,0.000460663145551508,0.000321294606002167,1.24076524178187
