"","Num_obs","Replicas","Pi0","Pi1","Beta_0","Beta_1","Pi0_est_medio","Pi1_est_medio","Beta0_est_medio","Beta1_est_medio","Pi0_sd","P1_sd","Beta0_sd","Beta1_sd","Pi0_est_vies","Pi1_est_vies","Beta0_est_vies","Beta1_est_vies","Pi0_est_vies_rel","Pi1_est_vies_rel","Beta0_est_vies_rel","Beta1_est_vies_rel","EQM_Pi0","EQM_Pi1","EQM_Beta0","EQM_Beta1","Tempo_Execução"
"1",10000,500,0.01,0.01,0,1,0.000426498417332727,0.845503108368888,0.000998,0.98802,0.000779672535522051,0.0379173919596449,4.47213595499958e-05,0.0442741459544958,-0.00957350158266727,0.835503108368888,0.000998,-0.01198,-0.957350158266727,83.5503108368888,Inf,-0.01198,9.22598218159802e-05,0.699503172707095,9.98004e-07,0.0021037204,2.24140829642614
