"","Num_obs","Replicas","Pi0","Pi1","Beta_0","Beta_1","Lambda","Pi0_est_medio","Pi1_est_medio","Beta0_est_medio","Beta1_est_medio","Lambda_est_medio","Pi0_sd","P1_sd","Beta0_sd","Beta1_sd","Lambda_sd","Pi0_est_vies","Pi1_est_vies","Beta0_est_vies","Beta1_est_vies","Lambda_est_vies","Pi0_est_vies_rel","Pi1_est_vies_rel","Beta0_est_vies_rel","Beta1_est_vies_rel","Lambda_est_vies_rel","EQM_Pi0","EQM_Pi1","EQM_Beta0","EQM_Beta1","EQM_Lambda","Tempo_Execução"
"1",1000,10,0.1,0.2,0,1,2,0.000382305545957156,0,0.00208654890872424,0.920052245633282,0.00093143074015597,0.00120895628733879,0,0.062972743659958,0.327490773675908,0.00510989951034787,-0.0996176944540429,-0.2,0.00208654890872424,-0.0799477543667183,-1.99906856925984,-0.996176944540428,-1,Inf,-0.0799477543667183,-0.999534284629922,0.00992514662364373,0.04,0.00396992013041127,0.113641850271126,3.99630125567561,53.8127503752708
