"","Num_obs","Replicas","Beta_0","Beta_1","Beta0_est_medio","Beta1_est_medio","Beta0_est_vies","Beta1_est_vies","Beta0_est_vies_rel","Beta1_est_vies_rel","EQM_Beta0","EQM_Beta1","Tempo_Execução"
"1",1000,10,0,1,-0.0232977638255217,1.01173809890171,-0.0232977638255217,0.0117380989017111,-Inf,0.0117380989017111,0.00495170079344695,0.00292391405184485,1.03849053382874
