"","Num_obs","Replicas","Pi0","Pi1","Beta_0","Beta_1","Lambda","Pi0_est_medio","Pi1_est_medio","Beta0_est_medio","Beta1_est_medio","Lambda_est_medio","Pi0_est_vies","Pi1_est_vies","Beta0_est_vies","Beta1_est_vies","Lambda_est_vies","Pi0_est_vies_rel","Pi1_est_vies_rel","Beta0_est_vies_rel","Beta1_est_vies_rel","Lambda_est_vies_rel","EQM_Pi0","EQM_Pi1","EQM_Beta0","EQM_Beta1","EQM_Lambda","Tempo_Execução"
"1",10000,500,0.05,0.05,0,1,0.001,0.0501355717835104,0.04991670184759,0.00127512125764874,1.00048704096752,0.000900301823293778,0.000135571783510355,-8.32981524099899e-05,0.00127512125764874,0.000487040967523056,-9.96981767062223e-05,0.0027114356702071,-0.0016659630481998,Inf,0.000487040967523056,-0.0996981767062223,2.47429981950258e-05,2.69511659095326e-05,0.000956409038445121,0.00330213221071417,7.15638043948271e-08,3.01212363199227
