"","Num_obs","Replicas","Beta_0","Beta_1","Lambda","Beta0_est_medio","Beta1_est_medio","Lambda_est_medio","Beta0_sd","Beta1_sd","Lambda_sd","Beta0_est_vies","Beta1_est_vies","Lambda_est_vies","Beta0_est_vies_rel","Beta1_est_vies_rel","Lambda_est_vies_rel","EQM_Beta0","EQM_Beta1","EQM_Lambda","Tempo_Execução"
"1",10000,500,0,1,2,0.179222034630477,0.233911789411485,1.48730471419637,0.272049835300197,0.237402675407145,0.115869305733922,0.179222034630477,-0.766088210588515,-0.512695285803633,Inf,-0.766088210588515,-0.256347642901817,0.106131650583952,0.643251176693183,0.27628215209653,9.87326610704263
