"","Num_obs","Replicas","Pi0","Pi1","Beta_0","Beta_1","Lambda","Pi0_est_medio","Pi1_est_medio","Beta0_est_medio","Beta1_est_medio","Lambda_est_medio","Pi0_sd","P1_sd","Beta0_sd","Beta1_sd","Lambda_sd","Pi0_est_vies","Pi1_est_vies","Beta0_est_vies","Beta1_est_vies","Lambda_est_vies","Pi0_est_vies_rel","Pi1_est_vies_rel","Beta0_est_vies_rel","Beta1_est_vies_rel","Lambda_est_vies_rel","EQM_Pi0","EQM_Pi1","EQM_Beta0","EQM_Beta1","EQM_Lambda","Tempo_Execução"
"1",1e+05,100,0.1,0.2,0,1,2,0.100019099383911,0.200279941744911,-0.116277501865857,1.01437216432164,1.9983727602732,0.00212091973330342,0.00243734687610859,0.0122439197785429,0.0188607642071662,0.000176179086090058,1.90993839108144e-05,0.00027994174491075,-0.116277501865857,0.0143721643216366,-0.00162723972679979,0.000190993839108144,0.00139970872455375,-Inf,0.0143721643216366,-0.000813619863399895,4.49866530158161e-06,6.01902717501996e-06,0.0136703710117078,0.000562287533766444,2.67894819885098e-06,5.09723980639268
