"","Num_obs","Replicas","Beta_0","Beta_1","Lambda","Beta0_est_medio","Beta1_est_medio","Lambda_est_medio","Beta0_sd","Beta1_sd","Lambda_sd","Beta0_est_vies","Beta1_est_vies","Lambda_est_vies","Beta0_est_vies_rel","Beta1_est_vies_rel","Lambda_est_vies_rel","EQM_Beta0","EQM_Beta1","EQM_Lambda","Tempo_Execução"
"1",10000,500,0,1,0.001,-0.00821728526108372,0.319094386599235,0.000231647101767408,0.353286834634173,0.278877957090408,0.0306361514218415,-0.00821728526108372,-0.680905613400765,-0.000768352898232592,-Inf,-0.680905613400765,-0.768352898232592,0.124879111302896,0.541405369311592,0.000939164140118223,12.3906871815523
