"","Num_obs","Replicas","Beta_0","Beta_1","Beta0_est_medio","Beta1_est_medio","Beta0_est_vies","Beta1_est_vies","Beta0_est_vies_rel","Beta1_est_vies_rel","EQM_Beta0","EQM_Beta1","Tempo_Execução"
"1",10000,500,0,1,0.00122952520626706,1.00195078905666,0.00122952520626706,0.00195078905665502,Inf,0.00195078905665502,0.00046066466698794,0.000321300967412727,1.20894633134206
