"","Num_obs","Replicas","Beta_0","Beta_1","Lambda","Beta0_est_medio","Beta1_est_medio","Lambda_est_medio","Beta0_sd","Beta1_sd","Lambda_sd","Beta0_est_vies","Beta1_est_vies","Lambda_est_vies","Beta0_est_vies_rel","Beta1_est_vies_rel","Lambda_est_vies_rel","EQM_Beta0","EQM_Beta1","EQM_Lambda","Tempo_Execução"
"1",10000,500,0,1,2,0.0812061304134139,1.15057588608561,48.5906098087687,0.291620512981741,0.106722211188826,98.921092143141,0.0812061304134139,0.150575886085607,46.5906098087687,Inf,0.150575886085607,23.2953049043844,0.0916369592084543,0.0340627278314983,11956.0673931447,5.26720258591076
