"","Num_obs","Replicas","Beta_0","Beta_1","Lambda","Beta0_est_medio","Beta1_est_medio","Lambda_est_medio","Beta0_sd","Beta1_sd","Lambda_sd","Beta0_est_vies","Beta1_est_vies","Lambda_est_vies","Beta0_est_vies_rel","Beta1_est_vies_rel","Lambda_est_vies_rel","EQM_Beta0","EQM_Beta1","EQM_Lambda","Tempo_Execução"
"1",10000,500,0,1,2,0.0743964492979385,1.14793972581122,45.1703538648332,0.290629876708057,0.108683147089724,91.9562370290923,0.0743964492979385,0.147939725811223,43.1703538648332,Inf,0.147939725811223,21.5851769324166,0.090000556903481,0.0336981889344266,10319.6289813655,1.30408312160384
