"","Num_obs","Replicas","Beta_0","Beta_1","Beta0_est_medio","Beta1_est_medio","Beta0_est_vies","Beta1_est_vies","Beta0_est_vies_rel","Beta1_est_vies_rel","EQM_Beta0","EQM_Beta1","Tempo_Execução"
"1",10000,500,0,1,0.0294070908055435,1.00159197554344,0.0294070908055435,0.00159197554344215,Inf,0.00159197554344215,0.00132117198926622,0.000321557298975282,1.30871549050013
