"","Num_obs","Replicas","Pi0","Pi1","Beta_0","Beta_1","Pi0_est_medio","Pi1_est_medio","Beta0_est_medio","Beta1_est_medio","Pi0_sd","P1_sd","Beta0_sd","Beta1_sd","Pi0_est_vies","Pi1_est_vies","Beta0_est_vies","Beta1_est_vies","Pi0_est_vies_rel","Pi1_est_vies_rel","Beta0_est_vies_rel","Beta1_est_vies_rel","EQM_Pi0","EQM_Pi1","EQM_Beta0","EQM_Beta1","Tempo_Execução"
"1",10000,500,0.01,0.01,0,1,0.00965202194355231,0.00935068043716532,0.000207971003525765,0.941098660335828,0.0034645468371147,0.00332357690539698,0.0236687757294364,0.239368968469768,-0.000347978056447687,-0.000649319562834682,0.000207971003525765,-0.0589013396641717,-0.0347978056447687,-0.0649319562834682,Inf,-0.0589013396641717,1.21241735143306e-05,1.1467779340768e-05,0.000560254196468664,0.0607668708805149,3.94080411990484
