"","Num_obs","Replicas","Beta_0","Beta_1","Beta0_est_medio","Beta1_est_medio","Beta0_est_vies","Beta1_est_vies","Beta0_est_vies_rel","Beta1_est_vies_rel","EQM_Beta0","EQM_Beta1","Tempo_Execução"
"1",5000,100,0,1,-0.00307877521604348,1.00444062361691,-0.00307877521604348,0.00444062361691033,-Inf,0.00444062361691033,0.000934338070224417,0.000883132260003846,17.8339092731476
